datetime,Compound,Aave,Morpho,Sky
2025-04-20,-1334260.5644430013,-200038.7947639996,3417465.1611870006,2699876.7680659993
2025-04-21,-1334260.5644430013,-200038.7947639996,3598925.9350570007,3189621.3101519994
2025-04-22,-275664.35936700134,-200038.7947639996,1719772.1615630006,3986637.8262499995
2025-04-23,-805333.9534830013,-200038.7947639996,2249556.754204001,3986637.8262499995
2025-04-24,-699716.5461460013,-200038.7947639996,2831972.075131001,3253617.9421129995
2025-04-25,-724744.2315090013,-200038.7947639996,2906720.296283001,3253617.9421129995
2025-04-26,-744243.0269680014,-200038.7947639996,2906720.296283001,3253617.9421129995
2025-04-27,-744243.0269680014,-200038.7947639996,2906720.296283001,3253617.9421129995
2025-04-28,127195.40408699866,-200038.7947639996,2035292.725492001,3253617.9421129995
2025-04-29,105860.84153199867,-200038.7947639996,2035292.725492001,3253617.9421129995
2025-04-30,103886.98736599866,-200038.7947639996,2105009.725492001,3253617.9421129995
2025-05-01,63552.97028099866,-200038.7947639996,2105009.725492001,3253617.9421129995
2025-05-02,186.71898499866802,-200038.7947639996,2105009.725492001,3253617.9421129995
