datetime,Exchange_Rate_USDC_per_Share,Assets,Shares
2024-11-09 02:20:35,1.0305301962324813,2968.937231,2880.980336
2024-11-09 08:21:59,1.0306068200805043,0.01357,0.013167
2024-11-09 08:21:59,1.0305506924758563,2.745453,2.664064
2024-11-09 14:51:47,1.030572484279036,2969.059061,2880.980335
2024-11-09 18:35:35,1.030585093034151,944854.019681,916813.202585
2024-11-10 18:17:11,1.0306503461610836,80391.351552,78000.605978
2024-11-11 08:48:11,1.0306909707474987,93509.948174,90725.494671
2024-11-11 11:16:23,1.030698032644376,31.839564,30.891263
2024-11-11 19:49:23,1.030722397584716,118725.356398,115186.54943
2024-11-12 08:30:35,1.0307595256749327,10.730285,10.410076
2024-11-14 10:00:47,1.030904169287596,15380.363941,14919.295507
2024-11-15 02:07:35,1.0309546017393716,3063.268509,2971.293308
2024-11-15 08:19:23,1.0309798401665802,6.020747,5.83983
2024-11-15 18:17:47,1.0310203615494875,3239.030839,3141.577955
2024-11-15 19:17:23,1.0310244048154258,3342.077133,3241.511178
2024-11-16 01:29:23,1.0310496206815774,2279.816567,2211.160861
2024-11-16 08:59:35,1.0310809027319519,1.0,0.969856
2024-11-16 10:15:59,1.0310862183984963,1.0,0.969851
2024-11-16 12:56:35,1.031096183466043,5888.200204,5710.621665
2024-11-16 17:49:11,1.0311191767544494,0.1,0.096982
2024-11-16 20:43:11,1.031127840401312,10407.051021,10092.881419
2024-11-17 18:18:11,1.0312159021945944,50000.0,48486.451667
2024-11-17 22:08:11,1.0312313825534554,1883.648816,1826.601525
2024-11-18 03:41:11,1.0312539195933905,7.301088,7.079816
2024-11-18 08:28:23,1.0312817649033987,5897.503271,5718.614904
2024-11-18 08:28:23,1.0312819938892925,4.109799,3.985136
2024-11-19 15:31:59,1.0314937866805736,3569.465095,3460.481431
2024-11-20 18:17:47,1.0316770210035193,15287.24428,14817.85866
2024-11-21 09:34:23,1.0317821288064248,4.110133,3.983528
2024-11-22 00:49:35,1.031886845139212,787.206017,762.880175
2024-11-23 13:35:23,1.0321396654837682,29945.110726,29012.65374
2024-11-24 08:16:47,1.032269161418241,4.546133,4.404019
2024-11-25 13:59:59,1.0325127512439944,1004.784675,973.145052
2024-11-25 18:17:47,1.0325548105234363,769.368156,745.111202
2024-11-25 18:17:47,1.032554810743595,888.970252,860.942434
2024-11-26 17:40:59,1.0327837910002675,30000.0,29047.706075
2024-11-26 17:49:47,1.0327852255319403,49.791561,48.210954
2024-11-27 05:00:35,1.0328940397216329,402.80624,389.978279
2024-11-27 08:25:11,1.0329272548475068,23.54,22.789601
2024-11-27 08:25:11,1.032927335372125,4.694161,4.544522
2024-11-27 15:29:35,1.032996087965475,872.709748,844.833546
2024-11-28 20:25:23,1.0332821207261194,50000.0,48389.494986
2024-11-29 08:22:11,1.0334007937866077,117.72714,113.922053
2024-11-29 08:22:11,1.0334009269800914,1.596622,1.545017
2024-11-29 18:49:11,1.0335046169925306,81526.024218,78883.076938
2024-11-29 22:09:59,1.0335369805091417,9996.442329,9672.070296
2024-11-30 01:19:59,1.033567432406197,52224.977269,50528.853398
2024-11-30 08:22:47,1.0336361679224972,0.480124,0.4645
2024-11-30 08:22:47,1.0336583162872246,0.03891,0.037643
2024-11-30 18:17:47,1.0337323196460797,5790.323691,5601.376276
2024-11-30 18:17:47,1.0337323192187313,1032.20364,998.521204
2024-12-01 02:06:35,1.0338082109648274,9999.065688,9672.070295
2024-12-01 08:23:59,1.033869475511307,0.505099,0.488552
2024-12-01 08:23:59,1.0338780390593862,0.03891,0.037635
2024-12-02 09:25:23,1.0341142262150977,0.507505,0.490763
2024-12-02 09:25:23,1.0341130850164548,117.279554,113.410763
2024-12-02 09:35:23,1.0341147136667266,41855.761369,40474.969378
2024-12-02 11:48:23,1.0341361206829072,291.564039,281.939711
2024-12-02 13:08:47,1.03414906366204,100172.593653,96864.753035
2024-12-02 13:21:59,1.0341511464757382,21050.780395,20355.612878
2024-12-02 19:33:23,1.0342099983248783,41265.88,39900.871261
2024-12-02 19:49:35,1.0342125865966878,3623.501486,3503.633134
2024-12-02 21:52:11,1.0342321899780105,45001.0,43511.505865
2024-12-03 04:54:59,1.0343004143711179,108774.158987,105166.891046
2024-12-03 12:54:59,1.0343762141137796,113384.04,109615.861669
2024-12-03 21:01:59,1.0344548939288407,20103.18648,19433.603725
2024-12-04 08:16:59,1.0345644116449122,1608.699108,1554.95307
2024-12-04 08:16:59,1.0345647732543208,1.619427,1.565322
2024-12-04 08:47:47,1.0345691385348406,2.006761,1.939707
2024-12-05 08:07:11,1.0347018719879832,24967.65562,24130.289406
2024-12-05 22:16:59,1.0348393984858513,10304.694943,9957.772151
2024-12-06 08:34:11,1.034939517334244,2.042923,1.973954
2024-12-06 08:34:11,1.0349395135644661,2159.06794,2086.177899
2024-12-07 07:25:11,1.035161872816713,91305.622145,88204.197375
2024-12-07 09:09:35,1.035178505713253,94.89456,91.669755
2024-12-08 12:14:35,1.0354374028319089,94.918292,91.669754
2024-12-08 20:57:35,1.0355207697381958,25519.42602,24644.050381
2024-12-09 08:32:11,1.0356322605236539,3.200636,3.090514
2024-12-09 18:41:59,1.0357298421516135,50000.0,48275.136976
2024-12-09 18:48:11,1.0357308263881095,50000.0,48275.091101
2024-12-09 20:54:23,1.0357506648888888,4660.877992,4500.0
2024-12-10 00:37:59,1.035785848412508,10395.577008,10036.415369
2024-12-10 01:19:11,1.0357923469704617,27600.669951,26646.914347
2024-12-10 07:22:11,1.0358499952858273,540.0,521.311003
2024-12-10 22:16:59,1.0359921067466038,1004.290769,969.40002
2024-12-10 22:16:59,1.0359921067717677,7390.474448,7133.716946
2024-12-11 08:24:47,1.0360885386239997,2534.453968,2446.175084
2024-12-11 08:24:47,1.036089025262525,1.998968,1.92934
2024-12-12 03:25:59,1.0362697379999999,1036.269738,1000.0
2024-12-12 08:35:47,1.0363189488109465,7279.422065,7024.306632
2024-12-12 08:35:47,1.0363197110416122,0.917544,0.885387
2024-12-13 08:02:47,1.036542826335494,9778.323726,9433.593555
2024-12-13 13:17:47,1.0365930583103697,14068.848306,13572.2
2024-12-14 08:43:35,1.036779784081612,1.283692,1.238153
2024-12-14 08:43:35,1.0367795292239679,229.36312,221.226513
2024-12-14 12:58:23,1.0368244121868286,0.10764,0.103817
2024-12-15 22:16:59,1.0371845730304543,6214.914069,5992.100375
2024-12-16 04:52:11,1.0372649794516235,19094.476641,18408.484832
2024-12-16 06:00:59,1.03727892589121,2331.731254,2247.930808
2024-12-16 08:15:23,1.0373061837542092,2542.989685,2451.532368
2024-12-16 08:15:23,1.0373065742752912,1.10836,1.068498
2024-12-16 14:52:23,1.037386748856556,9411.009552,9071.842842
2024-12-17 18:20:35,1.0377219815602465,16683.024022,16076.583438
2024-12-17 21:08:47,1.037756092052238,74223.267277,71522.844188
2024-12-18 07:28:11,1.0378799144216246,1048.163157,1009.907931
2024-12-18 08:36:59,1.0378935814436674,10.134707,9.764688
2024-12-18 08:36:59,1.0378937820715604,1.112235,1.071627
2024-12-18 11:00:23,1.03792235093779,20313.552167,19571.360178
2024-12-18 11:21:11,1.0379264943005182,2003.198134,1930.0
2024-12-18 18:31:11,1.0380121929947295,14032.406034,13518.536804
2024-12-18 19:28:11,1.038023585050909,8722.148524,8402.64966
2024-12-18 21:57:47,1.038053435011468,4896.227421,4716.739289
2024-12-19 01:32:35,1.0380962564168836,3842.568197,3701.552889
2024-12-20 09:07:59,1.0384770913406633,88120.917335,84855.908782
2024-12-20 09:47:23,1.0384851623374056,25058.94751,24130.289405
2024-12-20 22:16:59,1.0386395004001054,13587.509759,13082.02678
2024-12-21 08:35:59,1.0387673512553335,1.815167,1.747424
2024-12-21 22:33:35,1.0389460781609197,112.985386,108.75
2024-12-22 07:28:23,1.0390640833244482,1235.537869,1189.087265
2024-12-22 07:30:59,1.0390646576531462,3746.578787,3605.722473
2024-12-22 16:31:11,1.0391839895704635,165.411169,159.174093
2024-12-23 01:25:11,1.0393019948029911,50.0,48.109212
2024-12-23 22:15:11,1.0395782910420293,10158.869062,9772.105814
2024-12-24 08:33:59,1.0397155467899568,1.745986,1.679292
2024-12-25 00:19:11,1.0399249070789434,374.940595,360.545836
2024-12-25 10:58:35,1.0400612629900947,25288.977491,24314.8922
2024-12-25 22:16:59,1.0402012033031245,1340.463777,1288.658168
2024-12-25 22:16:59,1.0402012039794482,1045.116629,1004.725456
2024-12-26 04:43:11,1.0402812504388685,2.0,1.922557
2024-12-26 04:46:11,1.0402815150323703,131.897105,126.789819
2024-12-26 14:09:23,1.0403977364242476,136224.589604,130935.107637
2024-12-26 14:23:23,1.0404005494045676,6714.407539,6453.675503
2024-12-27 08:41:59,1.0406213779893807,0.891543,0.856741
2024-12-29 00:45:35,1.041103321019771,2001.000583,1922.0
2024-12-29 05:03:35,1.0411551272118498,228.924348,219.87535
2024-12-29 06:05:59,1.0411676603089712,122.212539,117.380268
2024-12-29 06:21:11,1.0411707115844064,122.087535,117.259863
2024-12-29 07:28:23,1.0411874319417735,0.314575,0.302131
2024-12-29 21:36:59,1.0413287052011684,56538.270672,54294.355269
2024-12-30 11:28:47,1.0414345851010947,1.638262,1.573082
2024-12-30 13:24:11,1.0414493432397336,0.4892,0.46973
2024-12-30 15:35:11,1.0414658049906869,780.588596,749.509578
2024-12-30 22:16:59,1.0415170907983964,1129.09859,1084.090314
2024-12-30 22:16:59,1.0415170912261684,8412.062566,8076.739822
2024-12-31 00:20:11,1.0415327958740992,113345.41238,108825.581709
2024-12-31 04:27:35,1.041563662952044,11202.461774,10755.426838
2024-12-31 08:39:59,1.0415952222070026,56552.741041,54294.355269
2024-12-31 12:37:47,1.041625277409443,803.87764,771.753199
2024-12-31 19:22:47,1.0416764766805735,56552.741041,54290.120116
2025-01-01 02:59:47,1.0417336407621955,33335.420531,31999.946269
2025-01-01 08:23:59,1.0417744526327386,370.391145,355.53871
2025-01-02 08:38:59,1.041957671308984,6884.20253,6606.988671
2025-01-02 12:30:11,1.0419867525774886,41288.24,39624.534475
2025-01-03 18:18:35,1.0422135318,5211.067659,5000.0
2025-01-04 00:02:35,1.0422572078512087,3788.444568,3634.84612
2025-01-04 21:44:23,1.0424123599087276,59629.528785,57203.397694
2025-01-04 22:16:59,1.0424157193127743,777.352457,745.722117
2025-01-04 22:16:59,1.0424157194988315,12041.332109,11551.37234
2025-01-04 23:00:47,1.0424202236572402,100000.0,95930.602391
2025-01-05 14:24:11,1.0425134404011243,27976.859112,26835.969713
2025-01-05 21:10:47,1.042555167037089,56600.445246,54290.120116
2025-01-06 21:06:11,1.042727239182556,45001.0,43157.019697
2025-01-07 08:59:11,1.0428134595956995,507.724184,486.879201
2025-01-07 12:16:59,1.0428373789475298,100805.203924,96664.356264
2025-01-07 23:35:47,1.0429179390334573,2805.449256,2690.0
2025-01-08 08:41:11,1.0429827101924172,7335.441711,7033.138363
2025-01-09 01:11:23,1.0431167064600566,3000.0,2875.996503
2025-01-09 22:16:59,1.0433077265890272,6899.169088,6612.784428
2025-01-09 22:16:59,1.0433077255030223,781.263591,748.833323
2025-01-10 08:17:59,1.0433985091741649,73.26871,70.221214
2025-01-11 10:44:35,1.0436382795,39658.254621,38000.0
2025-01-12 08:24:59,1.0438362826776795,2.708561,2.594814
2025-01-13 08:21:11,1.0440551478109124,9775.000178,9362.532428
2025-01-13 15:45:59,1.0441230598591549,7413.273725,7100.0
2025-01-14 08:36:59,1.0442776659660202,1054.381232,1009.675172
2025-01-14 12:49:47,1.0443163408657503,1914.204192,1832.973513
2025-01-14 18:51:35,1.0443699138431368,10771.946736,10314.302043
2025-01-14 22:16:59,1.0443999027312112,2542.985985,2434.877654
2025-01-14 22:16:59,1.0443999021199437,962.985666,922.046875
2025-01-15 08:13:11,1.0444868636733098,6.711671,6.425807
2025-01-15 16:57:59,1.044563550929977,8111.826694,7765.756987
2025-01-16 07:08:23,1.0447146554538422,1521.189482,1456.081308
2025-01-16 08:19:11,1.044728032696781,17.743593,16.983935
2025-01-17 08:30:11,1.0450022997292017,12694.953607,12148.254229
2025-01-17 16:37:59,1.0450947545139835,55000.0,52626.807055
2025-01-18 16:59:11,1.0453689746103638,5000.0,4783.000186
2025-01-19 17:28:47,1.045658772926896,1000.0,956.334921
2025-01-19 22:17:23,1.045716162036279,1162.555291,1111.731207
2025-01-19 22:17:23,1.0457161653447993,309.052385,295.541367
2025-01-20 10:56:11,1.0458671095770105,2201.284834,2104.746209
2025-01-21 00:44:11,1.046031939761888,3351.193513,3203.720064
2025-01-21 08:28:47,1.0461243928095234,27160.062263,25962.55517
2025-01-22 01:41:23,1.0463309717078562,1468.582367,1403.554331
2025-01-22 11:54:23,1.0464536830433868,95.9,91.642852
2025-01-22 14:26:47,1.0464841904533226,2231.104293,2131.999999
2025-01-22 16:39:23,1.0465107495494814,19367.198861,18506.45
2025-01-22 21:23:23,1.0465678437595467,99997.995093,95548.507141
2025-01-23 23:07:23,1.0468726564855095,2322.94374,2218.936301
2025-01-24 08:26:59,1.2500000000000002,5e-06,4e-06
2025-01-24 09:59:23,1.0470014786828723,373.480877,356.714756
2025-01-24 15:15:11,1.0470638940457353,39256.041333,37491.543311
2025-01-24 22:17:23,1.0471000603689096,4729.137571,4516.41419
2025-01-25 18:03:47,1.0471746084698226,2925.909119,2794.098611
2025-01-27 08:24:47,1.0474480151228733,0.077574,0.07406
2025-01-27 16:40:47,1.0474982411727662,41441.512228,39562.369271
2025-01-27 19:14:23,1.047516379107213,15039.205621,14357.012378
2025-01-27 21:12:23,1.0475302759074003,3392.616192,3238.6808
2025-01-27 21:55:47,1.0475353841124997,6963.701723,6647.700716
2025-01-28 00:18:23,1.047552147288512,5521.412129,5270.775439
2025-01-28 00:54:35,1.0475563987932255,3632.086601,3467.199098
2025-01-28 13:57:35,1.0476483014338174,106.853866,101.994024
2025-01-28 20:46:11,1.0476974948553768,727.3717,694.257363
2025-01-28 21:44:47,1.0477049007607162,7430.0,7091.691558
2025-01-28 23:25:47,1.0477176462,5238.588231,5000.0
2025-01-29 03:37:35,1.0477494561142857,36671.230964,35000.0
2025-01-29 22:28:59,1.0478934270945084,1886.083197,1799.88074
2025-01-30 00:24:59,1.0479081861806006,499.370013,476.539853
2025-01-30 08:22:59,1.0479806271548184,0.076599,0.073092
2025-01-30 08:22:59,1.047968997940846,3204.26,3057.59045
2025-01-30 15:22:23,1.048022330349661,142757.40912,136215.999398
2025-01-30 15:36:35,1.0480240907570118,23279.612544,22212.860133
2025-01-30 16:39:47,1.0480319583263331,35667.665338,34032.993989
2025-01-30 17:26:11,1.0480377703649302,808.826503,771.7532
2025-01-30 18:57:23,1.0480491983614797,40369.677428,38518.8763
2025-01-31 02:12:35,1.0481041258768997,197139.30826,188091.338821
2025-01-31 06:21:23,1.04813511054859,1.06,1.01132
2025-02-01 03:08:47,1.0482865634462206,11602.236862,11067.810336
2025-02-01 06:13:59,1.0483091047018966,167728.212965,159998.81353
2025-02-01 15:52:11,1.048381585360598,30063.245012,28675.861377
2025-02-01 21:25:59,1.0484232191816074,100.0,95.381329
2025-02-02 09:23:23,1.0485210340377271,0.080431,0.076709
2025-02-02 11:28:23,1.048528273245351,41265.88,39356.001219
2025-02-03 12:10:59,1.0487145913283193,16767.491464,15988.612729
2025-02-03 17:45:11,1.0487576175384317,24259.609398,23131.759896
2025-02-03 18:59:59,1.0487682479120335,10.0,9.534995
2025-02-03 19:07:47,1.048769301795051,10.000009,9.534994
2025-02-04 01:57:23,1.0488273000639892,6326.153354,6031.644441
2025-02-04 01:59:11,1.048827554588228,70000.0,66741.19086
2025-02-04 10:54:23,1.0489023127246506,25000.0,23834.440726
2025-02-04 16:11:47,1.0489464579181234,33089.926553,31545.86805
2025-02-04 18:53:11,1.0489690390570494,6351.857734,6055.333854
2025-02-04 22:45:11,1.0490065745522739,1062034.883271,1012419.663551
2025-02-04 22:52:35,1.0490077645288145,137639.65857,131209.380163
2025-02-05 08:31:23,1.0490989768139154,100.074248,95.390664
2025-02-05 08:31:23,1.0491012223376208,0.065658,0.062585
2025-02-05 16:33:23,1.0491749541146407,25006.498254,23834.440725
2025-02-05 16:58:23,1.0491789093333332,9442.610184,9000.0
2025-02-05 19:52:59,1.0492065720000001,4196.826288,4000.0
2025-02-06 01:51:47,1.0492634618568915,50.68777,48.307953
2025-02-06 15:52:11,1.049396722035206,7048.34014,6716.5639
2025-02-06 18:50:47,1.0494250763218118,1304.041953,1242.625112
2025-02-07 01:19:35,1.0494868234978552,299.66,285.530026
2025-02-07 08:38:59,1.0495566036695558,285.730066,272.238834
2025-02-07 08:38:59,1.125,9e-06,8e-06
2025-02-07 19:39:35,1.049661741,2099.323482,2000.0
2025-02-08 01:28:47,1.049718605983052,6532.346967,6222.950541
2025-02-08 17:45:11,1.0498789052936215,6290.103381,5991.265611
2025-02-08 19:44:35,1.0498985436600194,20021.057609,19069.516507
2025-02-09 11:25:47,1.050053831174004,250106.344576,238184.307462
2025-02-09 12:06:11,1.0500602605272489,250107.875946,238184.307461
2025-02-09 13:34:23,1.050074815152889,3000.0,2856.939293
2025-02-10 08:31:47,1.0502751679892972,0.069085,0.065778
2025-02-11 08:22:47,1.0505104782375068,0.02346,0.022332
2025-02-11 08:22:47,1.0504980094076475,0.944903,0.899481
2025-02-12 03:37:59,1.0506830652577843,1119.628888,1065.62
2025-02-12 16:23:23,1.0507899215107261,76468.961893,72772.8353
2025-02-12 19:13:23,1.0508139275000001,420.325571,400.0
2025-02-13 03:55:11,1.0508876274610286,43488.215816,41382.365421
2025-02-13 10:00:11,1.0509388538413955,17302.135942,16463.503922
2025-02-13 14:56:59,1.050980405663898,400000.0,380597.010034
2025-02-13 15:24:11,1.050983992131185,52.109944,49.582053
2025-02-13 17:13:35,1.0509983226551085,15868.186232,15098.203194
2025-02-13 17:45:11,1.0510014506385157,48163.881029,45826.655139
2025-02-14 04:02:47,1.0510630027045424,427135.292513,406384.10011
2025-02-14 05:25:35,1.0510707823636598,73.743577,70.160429
2025-02-14 08:40:59,1.05108915989278,263792.72186,250970.832852
2025-02-14 08:40:59,1.051100769643816,0.07047,0.067044
2025-02-15 08:27:11,1.051238241304377,54554.362394,51895.336614
2025-02-15 08:27:11,1.051243579345769,0.155542,0.14796
2025-02-16 08:28:35,1.051418269806665,0.175549,0.166964
2025-02-16 08:28:35,1.0514132391546827,467.53765,444.675445
2025-02-16 13:51:59,1.0514525053472106,10401.257489,9892.275149
2025-02-16 15:43:23,1.0514660506581182,17790.155401,16919.381648
2025-02-16 15:45:59,1.0514663673170732,4311.012106,4100.0
2025-02-16 19:25:47,1.0514931770921023,50.0,47.551426
2025-02-17 05:43:23,1.05156861375,21031.372275,20000.0
2025-02-17 07:49:47,1.0515841228190719,50712.470168,48224.834388
2025-02-17 08:49:35,1.0515914402414703,12.7398,12.114781
2025-02-17 08:49:35,1.0515935383997257,0.177978,0.169246
2025-02-17 10:28:23,1.051603454727657,232.139901,220.748515
2025-02-17 13:05:11,1.0516225745108811,150000.022,142636.745954
2025-02-17 16:35:11,1.05164769865,21032.953973,20000.0
2025-02-17 23:32:11,1.0516977230544426,10114.66895,9617.467765
2025-02-18 00:01:35,1.0517012456149697,32918.248525,31299.99956
2025-02-18 08:25:35,1.051762193461467,0.146765,0.139542
2025-02-18 08:25:35,1.0517619419013111,10.406668,9.894509
2025-02-18 13:22:35,1.051797624848905,15000.0,14261.298605
2025-02-18 17:08:11,1.0518247219445096,500000.0,475364.37352
2025-02-18 17:45:11,1.0518289040585336,35971.77381,34199.263465
2025-02-18 20:12:59,1.0518456567151069,26.992154,25.661706
2025-02-18 20:24:47,1.0518470267071032,86.394601,82.136089
2025-02-18 20:39:23,1.0518486709520423,86.394735,82.136088
2025-02-18 22:08:23,1.051858781437769,6000.0,5704.187773
2025-02-19 05:13:11,1.051906972275881,500.0,475.327204
2025-02-19 06:38:23,1.0519166375663571,50727.62793,48224.0
2025-02-19 10:40:35,1.0519442981613878,39.960855,37.987615
2025-02-19 12:44:59,1.051958485328556,82.87,78.776873
2025-02-19 13:24:11,1.0519629595952205,32.0,30.419322
2025-02-19 14:02:59,1.0519673962144898,33.021488,31.39022
2025-02-19 16:33:35,1.0519845924076132,30.25,28.755174
2025-02-19 16:48:47,1.0519863520920525,20.291264,19.288524
2025-02-19 17:38:47,1.0519920133485927,53722.069374,51066.993563
2025-02-19 17:40:11,1.0519921721374714,35090.590297,33356.322629
2025-02-19 18:26:23,1.05199739,2103.99478,2000.0
2025-02-20 00:33:11,1.0520388350340273,113.803331,108.174078
2025-02-20 01:43:35,1.052046834176646,14.13,13.430961
2025-02-20 08:42:59,1.0520941800835764,113.409843,107.794383
2025-02-20 09:02:47,1.052098569689932,0.471135,0.447805
2025-02-20 09:02:47,1.0520964125718675,1251.550458,1189.577726
2025-02-20 13:14:23,1.0521248382308075,1023106.881205,972419.66355
2025-02-20 13:19:47,1.052125532002093,1013109.287806,962916.740437
2025-02-20 13:32:23,1.0521269719662532,19.588864,18.618346
2025-02-20 14:11:47,1.052131414166939,1013114.951841,962916.740437
2025-02-20 14:22:59,1.0521334666942246,1.140277,1.083776
2025-02-20 15:37:59,1.0521424909404058,136.629027,129.857912
2025-02-21 03:33:35,1.0522344356114843,7998.0,7600.96774
2025-02-21 05:01:35,1.05224590590669,3.197467,3.038707
2025-02-21 05:06:47,1.0522461827010567,4.337867,4.122483
2025-02-21 06:27:47,1.0522567966749412,12000.009115,11404.069
2025-02-21 08:13:59,1.0522704514589099,8099.427451,7697.09673
2025-02-21 08:33:59,1.0522730202928305,2518.181342,2393.087434
2025-02-21 08:33:59,1.0522737157492872,0.653241,0.62079
2025-02-21 10:56:59,1.0522913983753441,58.5584,55.648464
2025-02-21 14:03:59,1.0523153922495856,138073.650352,131209.380162
2025-02-21 17:33:47,1.0523401405534076,100114.377451,95134.99827
2025-02-21 17:35:47,1.0523403257247192,73999.900094,70319.361793
2025-02-22 02:50:23,1.052406293559346,300.493569,285.53
2025-02-22 05:39:35,1.0524264273153305,152104.585992,144527.524247
2025-02-22 06:08:11,1.0524297615160674,302219.940036,287164.0
2025-02-22 08:20:47,1.0524460214282367,0.651362,0.618903
2025-02-22 08:20:47,1.0524458681454534,3747.0,3560.278123
2025-02-22 19:26:23,1.0525266813333334,789.395011,750.0
2025-02-23 08:31:35,1.0526220431843947,709.589376,674.116014
2025-02-23 08:31:35,1.0526224895650396,0.79237,0.752758
2025-02-23 11:35:59,1.0526444376407638,15688.675772,14904.059919
2025-02-23 14:37:59,1.0526665053139448,100.0,94.996848
2025-02-23 15:54:35,1.0526758363116338,11.812544,11.221445
2025-02-23 16:26:35,1.0526796560461522,25000.0,23748.91531
2025-02-23 17:34:35,1.0526878689610655,7512.110343,7136.123218
2025-02-23 17:45:11,1.0526891503974685,661.309608,628.209769
2025-02-23 17:45:11,1.0526891510906742,439.036728,417.062081
2025-02-24 19:12:47,1.052873883110473,7977.173681,7576.570954
2025-02-24 20:09:47,1.052880769659319,6956.371316,6606.98867
2025-02-25 08:17:23,1.05296875435356,24.98,23.723401
2025-02-25 08:17:23,1.052968962508348,1.29603,1.230834
2025-02-25 12:34:59,1.0530001289925157,4.0,3.79867
2025-02-25 16:59:35,1.0530318890914514,54897.06961,52132.390461
2025-02-25 21:59:11,1.0530683949060717,5148.714257,4889.249627
2025-02-25 22:37:47,1.0530730953023892,3276.825156,3111.678734
2025-02-26 08:37:47,1.0531463877414546,0.658286,0.625066
2025-02-26 08:37:47,1.0531461266775493,3459.422948,3284.846101
2025-02-26 13:04:23,1.05317859610038,843465.391688,800875.933874
2025-02-26 19:25:23,1.053220137162223,1400.634152,1329.85888
2025-02-26 21:04:35,1.0532309584018158,83.150998,78.948494
2025-02-26 21:10:11,1.0532315633716751,220.933713,209.767463
2025-02-27 07:38:59,1.0533001150055745,5224.864521,4960.470854
2025-02-27 12:56:11,1.0533347274291265,100.812973,95.708392
2025-02-27 18:24:59,1.0533705978396994,49128.055418,46638.908964
2025-02-28 16:51:35,1.05351665774,210703.331548,200000.0
2025-02-28 17:12:47,1.053519019,42140.76076,40000.0
2025-02-28 17:45:11,1.0535226464309073,640.569798,608.026605
2025-02-28 17:45:11,1.0535226472729096,10332.14462,9807.235418
2025-03-01 02:26:11,1.0535809200000001,1053.58092,1000.0
2025-03-01 08:32:47,1.0536219335719061,49960.172362,47417.551562
2025-03-01 08:32:47,1.053622299278248,1.801554,1.709867
2025-03-02 08:13:23,1.0537091546389663,101.855394,96.66367
2025-03-02 08:29:47,1.0537091981401867,21.840259,20.727027
2025-03-02 08:29:47,1.053709605445966,0.665896,0.631954
2025-03-03 04:52:59,1.0537091551694862,500.0,474.514241
2025-03-03 05:46:23,1.05370915,210.74183,200.0
2025-03-03 07:17:47,1.0537091518458206,289.258167,274.51424
2025-03-03 09:16:23,1.0537091544181616,26374.89511,25030.526687
2025-03-03 14:04:23,1.0537091543995936,61487.166924,58353.072731
2025-03-03 14:26:11,1.0537091543939945,23838.135989,22623.070028
2025-03-03 18:16:11,1.0537102446663094,316.348467,300.223395
2025-03-03 20:36:59,1.0537169615882382,813.209437,771.7532
2025-03-03 21:28:11,1.0537194046167018,4229.049547,4013.449433
2025-03-03 21:42:47,1.0537201008567487,3548.132662,3367.243976
2025-03-04 07:26:11,1.0537479034728034,25184.574893,23900.0
2025-03-04 09:42:23,1.0537544273971247,55.0,52.194324
2025-03-05 03:25:35,1.0538052510980638,11086.307054,10520.26173
2025-03-05 08:38:59,1.053820237563014,38.839233,36.855653
2025-03-05 08:38:59,1.0538206600382767,2.009264,1.906647
2025-03-05 10:03:35,1.0538243092428232,15706.260648,14904.059918
2025-03-05 14:36:23,1.053837396759691,32.057017,30.41932
2025-03-05 17:45:11,1.0538464584286023,2846.837576,2701.377941
2025-03-05 21:26:35,1.0538570866945582,1046.841637,993.343073
2025-03-05 23:21:35,1.053862604429222,343.449953,325.896328
2025-03-06 07:41:11,1.0538865914746687,190.0,180.285053
2025-03-06 20:10:59,1.0539225808379376,495.140774,469.807539
2025-03-07 15:31:47,1.0539791289189189,3899.722777,3700.0
2025-03-08 08:30:23,1.0540316379907984,0.418108,0.396675
2025-03-08 13:57:23,1.054045005317527,138121.131669,131039.121643
2025-03-09 18:52:35,1.0541284871362124,859.953116,815.795348
2025-03-10 00:16:59,1.054144098679821,5626.118863,5337.144011
2025-03-10 00:32:59,1.05414486,105.414486,100.0
2025-03-10 08:19:11,1.0541672878177553,999.2,947.857149
2025-03-10 08:24:23,1.0541675372098185,3011.998697,2857.229606
2025-03-10 09:04:11,1.0541694418820373,101.899886,96.663669
2025-03-10 14:08:59,1.054184114551163,1302.3874,1235.44586
2025-03-10 16:30:23,1.0541909146666666,3162.572744,3000.0
2025-03-10 16:48:59,1.0541918097209904,13765.583402,13057.949488
2025-03-10 19:31:59,1.054199666,2108.399332,2000.0
2025-03-10 20:16:59,1.0542018369966701,1000.0,948.584953
2025-03-10 21:16:35,1.0542047090726572,3961.172379,3757.498278
2025-03-10 22:50:11,1.054209223844649,10138.82323,9617.467767
2025-03-10 22:51:35,1.0542092915861125,10138.82323,9617.467149
2025-03-11 04:21:11,1.0542251890296916,2000.761275,1897.85
2025-03-11 15:04:47,1.054256241607871,26600.369999,25231.408598
2025-03-11 15:10:23,1.0542565129448225,5000.0,4742.678787
2025-03-11 19:23:59,1.05426878125,506.049015,480.0
2025-03-12 04:04:47,1.0542919980976075,326.22,309.42092
2025-03-12 05:47:35,1.0542953961442039,27854.335507,26419.858807
2025-03-12 09:35:23,1.0543029265340635,10.0,9.48494
2025-03-12 10:36:23,1.0543049123197343,26389.807243,25030.526686
2025-03-12 12:11:23,1.0543080531894737,100159.265053,95000.0
2025-03-12 14:44:35,1.0543131832905328,10139.822404,9617.467148
