tx_hash,block_number,timestamp,from_address,to_address,value,token_address,log_index,datetime
0xd216bcf6841f29fe952c7dfc6ca837418407e69771df0931ace6c49b91d51de9,20706139,1725801503,0xb13aa2d0345b0439b064f26b82d8dcf3f508775d,0x0000000000000000000000000000000000000000,12.324983870557553,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,179,2024-09-08 13:18:23
0xd216bcf6841f29fe952c7dfc6ca837418407e69771df0931ace6c49b91d51de9,20706139,1725801503,0xfdfb4846744f13f03ce332543e035d58592526f1,0xb13aa2d0345b0439b064f26b82d8dcf3f508775d,12.324983870557553,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,176,2024-09-08 13:18:23
0x6335dadacbfabcfda7ad8afc823020d2d61c5c8c65ec56d04d560c0567cbcba4,20719223,1725959327,0x0000000000000000000000000000000000000000,0x07833eadf87cd3079da281395f2fba24b61f90f7,1188.8809441200283,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,314,2024-09-10 09:08:47
0x6335dadacbfabcfda7ad8afc823020d2d61c5c8c65ec56d04d560c0567cbcba4,20719223,1725959327,0x0000000000000000000000000000000000000000,0x07833eadf87cd3079da281395f2fba24b61f90f7,848.6530549983056,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,287,2024-09-10 09:08:47
0x6335dadacbfabcfda7ad8afc823020d2d61c5c8c65ec56d04d560c0567cbcba4,20719223,1725959327,0x07833eadf87cd3079da281395f2fba24b61f90f7,0xc035a7cf15375ce2706766804551791ad035e0c2,848.6530549983056,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,291,2024-09-10 09:08:47
0x6335dadacbfabcfda7ad8afc823020d2d61c5c8c65ec56d04d560c0567cbcba4,20719223,1725959327,0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,0xe37e799d5077682fa0a244d46e5649f71457bd09,951.1054629523936,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,304,2024-09-10 09:08:47
0x6335dadacbfabcfda7ad8afc823020d2d61c5c8c65ec56d04d560c0567cbcba4,20719223,1725959327,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x0000000000000000000000000000000000000000,951.1054629523936,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,307,2024-09-10 09:08:47
0x6335dadacbfabcfda7ad8afc823020d2d61c5c8c65ec56d04d560c0567cbcba4,20719223,1725959327,0x07833eadf87cd3079da281395f2fba24b61f90f7,0xc035a7cf15375ce2706766804551791ad035e0c2,1188.8809441200283,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,318,2024-09-10 09:08:47
0x064174d8c39eafc9e3bcca87c6030310fd59328d3dd4932cbeeb49f5a0828d48,20719281,1725960023,0x07833eadf87cd3079da281395f2fba24b61f90f7,0xc035a7cf15375ce2706766804551791ad035e0c2,1698.2247314677732,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,519,2024-09-10 09:20:23
0x064174d8c39eafc9e3bcca87c6030310fd59328d3dd4932cbeeb49f5a0828d48,20719281,1725960023,0x0000000000000000000000000000000000000000,0x07833eadf87cd3079da281395f2fba24b61f90f7,1698.2247314677732,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,515,2024-09-10 09:20:23
0x064174d8c39eafc9e3bcca87c6030310fd59328d3dd4932cbeeb49f5a0828d48,20719281,1725960023,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x0000000000000000000000000000000000000000,1018.9591339630642,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,508,2024-09-10 09:20:23
0x064174d8c39eafc9e3bcca87c6030310fd59328d3dd4932cbeeb49f5a0828d48,20719281,1725960023,0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,0xe37e799d5077682fa0a244d46e5649f71457bd09,1018.9591339630642,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,505,2024-09-10 09:20:23
0x92c679f3cd7f8966251e461d9b7273cdd6c400f418e9dac775be30db33c79514,20719493,1725962579,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x0000000000000000000000000000000000000000,849.0189757139383,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,438,2024-09-10 10:02:59
0x92c679f3cd7f8966251e461d9b7273cdd6c400f418e9dac775be30db33c79514,20719493,1725962579,0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,0xe37e799d5077682fa0a244d46e5649f71457bd09,849.0189757139383,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,435,2024-09-10 10:02:59
0x92c679f3cd7f8966251e461d9b7273cdd6c400f418e9dac775be30db33c79514,20719493,1725962579,0x07833eadf87cd3079da281395f2fba24b61f90f7,0xc035a7cf15375ce2706766804551791ad035e0c2,1698.0288052194733,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,449,2024-09-10 10:02:59
0x92c679f3cd7f8966251e461d9b7273cdd6c400f418e9dac775be30db33c79514,20719493,1725962579,0x0000000000000000000000000000000000000000,0x07833eadf87cd3079da281395f2fba24b61f90f7,1698.0288052194733,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,445,2024-09-10 10:02:59
0x26c1135a3f038b1d70e695ab82863d2d8a4bd5b7ed715ff722344b23588d1328,20719526,1725962975,0x07833eadf87cd3079da281395f2fba24b61f90f7,0xc035a7cf15375ce2706766804551791ad035e0c2,1697.7211853882425,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,477,2024-09-10 10:09:35
0x26c1135a3f038b1d70e695ab82863d2d8a4bd5b7ed715ff722344b23588d1328,20719526,1725962975,0x3a1b97fc25fa45832f588ed3bfb2a0f74ddbd4f8,0xe37e799d5077682fa0a244d46e5649f71457bd09,10.187729151028224,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,452,2024-09-10 10:09:35
0x26c1135a3f038b1d70e695ab82863d2d8a4bd5b7ed715ff722344b23588d1328,20719526,1725962975,0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,0xe37e799d5077682fa0a244d46e5649f71457bd09,499.13327443865137,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,455,2024-09-10 10:09:35
0x26c1135a3f038b1d70e695ab82863d2d8a4bd5b7ed715ff722344b23588d1328,20719526,1725962975,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x0000000000000000000000000000000000000000,509.3210035896796,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,458,2024-09-10 10:09:35
0x26c1135a3f038b1d70e695ab82863d2d8a4bd5b7ed715ff722344b23588d1328,20719526,1725962975,0x0000000000000000000000000000000000000000,0x07833eadf87cd3079da281395f2fba24b61f90f7,1697.7211853882425,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,473,2024-09-10 10:09:35
0x41707b2fb14bbd0cdfce67d3a4882c71897b74d316ab64164a8168bc09355cb2,20719760,1725965783,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x0000000000000000000000000000000000000000,339.5279147433338,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,307,2024-09-10 10:56:23
0x41707b2fb14bbd0cdfce67d3a4882c71897b74d316ab64164a8168bc09355cb2,20719760,1725965783,0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,0xe37e799d5077682fa0a244d46e5649f71457bd09,339.5279147433338,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,304,2024-09-10 10:56:23
0x41707b2fb14bbd0cdfce67d3a4882c71897b74d316ab64164a8168bc09355cb2,20719760,1725965783,0x07833eadf87cd3079da281395f2fba24b61f90f7,0xc035a7cf15375ce2706766804551791ad035e0c2,848.8048430217702,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,330,2024-09-10 10:56:23
0x41707b2fb14bbd0cdfce67d3a4882c71897b74d316ab64164a8168bc09355cb2,20719760,1725965783,0x0000000000000000000000000000000000000000,0x07833eadf87cd3079da281395f2fba24b61f90f7,848.8048430217702,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,326,2024-09-10 10:56:23
0x83eae55bbfe376b983fc04239a9bee325e0bc7e1a3d66969aca2ff2d1434d40f,20720584,1725975815,0x0000000000000000000000000000000000000000,0x07833eadf87cd3079da281395f2fba24b61f90f7,8485.994913892708,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,360,2024-09-10 13:43:35
0x83eae55bbfe376b983fc04239a9bee325e0bc7e1a3d66969aca2ff2d1434d40f,20720584,1725975815,0x07833eadf87cd3079da281395f2fba24b61f90f7,0xc035a7cf15375ce2706766804551791ad035e0c2,8485.994913892708,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,364,2024-09-10 13:43:35
0x83eae55bbfe376b983fc04239a9bee325e0bc7e1a3d66969aca2ff2d1434d40f,20720584,1725975815,0x0000000000000000000000000000000000000000,0x07833eadf87cd3079da281395f2fba24b61f90f7,763.7245462595148,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,320,2024-09-10 13:43:35
0x83eae55bbfe376b983fc04239a9bee325e0bc7e1a3d66969aca2ff2d1434d40f,20720584,1725975815,0x07833eadf87cd3079da281395f2fba24b61f90f7,0xc035a7cf15375ce2706766804551791ad035e0c2,763.7245462595148,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,324,2024-09-10 13:43:35
0x83eae55bbfe376b983fc04239a9bee325e0bc7e1a3d66969aca2ff2d1434d40f,20720584,1725975815,0x0000000000000000000000000000000000000000,0xe37e799d5077682fa0a244d46e5649f71457bd09,1629.279032020298,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,340,2024-09-10 13:43:35
0x83eae55bbfe376b983fc04239a9bee325e0bc7e1a3d66969aca2ff2d1434d40f,20720584,1725975815,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x0000000000000000000000000000000000000000,2545.835628771805,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,341,2024-09-10 13:43:35
